fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_last_bull_market,fund_return_last_bear_market
SECPX,Lord Abbett Bond Debenture Fund,Lord Abbett Bond Debenture Fund Class C,Ultrashort Bond,Lord Abbett,0.0076,0.0202,0.0168,0.0138,0.012,-0.0041
SECUX,BlackRock Global Long/Short Equ,BlackRock Global Long/Short Equity Fund Investor A Shares,Mid-Cap Growth,BlackRock,0.3662,0.1977,0.1481,0.142,0.2797,-0.2056
SECYX,BlackRock Global Long/Short Equ,BlackRock Global Long/Short Equity Fund Investor C Shares,Ultrashort Bond,BlackRock,0.0084,0.021,0.0783,0.0785,0.012,-0.0041
SEDAX,BlackRock Global Long/Short Equ,BlackRock Global Long/Short Equity Fund Institutional Shares,Emerging Markets Bond,BlackRock,0.0559,0.0447,0.0469,0.0312,0.1221,-0.0289
SEDIX,BlackRock Global Long/Short Cre,BlackRock Global Long/Short Credit Fund Class K,Short Government,BlackRock,0.0381,0.0326,0.0225,0.0202,0.0239,-0.0024
SEEBX,iShares MSCI Total Internationa,iShares MSCI Total International Index Fund Investor A Shares,Large Blend,BlackRock,0.3777,0.1313,0.0783,0.0785,0.235,-0.1806
SEECX,iShares MSCI Total Internationa,iShares MSCI Total International Index Fund Institutional Shares,Large Blend,BlackRock,0.4007,0.1538,0.1308,0.1396,0.2422,-0.1772
SEEFX,iShares MSCI Total Internationa,iShares MSCI Total International Index Fund Class K,World Large-Stock Blend,BlackRock,0.2167,0.1634,0.1205,0.0785,0.1668,-0.159
SEEGX,BlackRock Advantage Small Cap C,BlackRock Advantage Small Cap Core Fund Investor A Shares,Large Growth,BlackRock,0.3352,0.29,0.2128,0.1888,0.2805,-0.1297
SEEHX,BlackRock Advantage Small Cap C,BlackRock Advantage Small Cap Core Fund Investor C Shares,Large Blend,BlackRock,0.4021,0.148,0.0783,0.0785,0.2422,-0.1772
SEEIX,BMO Aggressive Allocation Fund-,BMO Aggressive Allocation Fund Class I,Foreign Large Blend,BMO Funds,0.3021,0.0748,0.0637,0.056,0.1255,-0.2432
SEEKX,BlackRock Advantage Small Cap C,BlackRock Advantage Small Cap Core Fund Institutional Shares,Large Blend,BlackRock,0.3974,0.1505,0.1273,0.136,0.2398,-0.1783
SEFCX,BlackRock Advantage Small Cap C,BlackRock Advantage Small Cap Core Fund Class K,Foreign Large Blend,BlackRock,0.309,0.0801,0.0692,0.0785,0.128,-0.243
SEFIX,BMO Aggressive Allocation Fund-,BMO Aggressive Allocation Fund Class R6,World Bond-USD Hedged,BMO Funds,0.0022,0.0333,0.0294,0.0332,0.0319,0.0166
SEGIX,BMO Aggressive Allocation Fund ,BMO Aggressive Allocation Fund Class R3,Large Value,BMO Funds,0.4049,0.0857,0.09,0.0981,0.2457,-0.2242
SEGMX,BMO Aggressive Allocation Fund-,BMO Aggressive Allocation Fund Class Y,Intermediate Government,BMO Funds,-0.0045,0.034,0.0211,0.0227,0.0219,0.0459
SEGPX,BMO Conservative Allocation Fun,BMO Conservative Allocation Fund Class I,Large Value,BMO Funds,0.4154,0.0938,0.0984,0.0785,0.2511,-0.2217
SEHAX,BMO Conservative Allocation Fun,BMO Conservative Allocation Fund Class R3,Large Blend,BMO Funds,0.4242,0.1714,0.0783,0.0785,0.1668,-0.159
SEIAX,BMO Conservative Allocation Fun,BMO Conservative Allocation Fund Class R6,Inflation-Protected Bond,BMO Funds,0.1365,0.0379,0.0182,-0.0028,0.0348,-0.071
SEIMX,BMO Conservative Allocation Fun,BMO Conservative Allocation Fund Class Y,Muni National Interm,BMO Funds,0.0426,0.0491,0.0355,0.0355,0.0446,0.0459
SEIRX,Federated Hermes Prudent Bear F,Federated Hermes Prudent Bear Fund Class A Shares,Real Estate,Federated,0.3907,0.136,0.0928,0.0942,0.2968,-0.165
SEITX,BlackRock Emerging Markets Flex,BlackRock Emerging Markets Flexible Dynamic Bond Portfolio Institutional Shares,Foreign Large Blend,BlackRock,0.3061,0.0778,0.0666,0.0587,0.128,-0.243
SEIYX,BlackRock Emerging Markets Allo,BlackRock Total Emerging Markets Fund Investor A,High Yield Bond,BlackRock,0.1791,0.068,0.0622,0.0577,0.1176,-0.078
SEKAX,BlackRock Emerging Markets Allo,BlackRock Total Emerging Markets Fund Investor C,Diversified Emerging Mkts,BlackRock,0.1585,0.0715,0.0801,0.0308,0.1808,-0.2996
SEKCX,The Beehive Fund,The BeeHive Fund,Diversified Emerging Mkts,BeeHive,0.1498,0.0634,0.0721,0.023,0.1749,-0.3017
SEKIX,BlackRock Emerging Markets Allo,BlackRock Total Emerging Markets Fund Institutional,Diversified Emerging Mkts,BlackRock,0.1615,0.0741,0.0828,0.0335,0.1835,-0.2981
SEKRX,American Century International ,American Century International Bond Fund Investor Class,Diversified Emerging Mkts,American Century Investments,0.1619,0.0911,0.0783,0.0785,0.1817,-0.2985
SEKSX,Sterling Capital Equity Income,Sterling Capital Equity Income Fund Institutional Shares,Muni Single State Interm,Sterling Capital Funds,0.0184,0.0427,0.0296,0.033,0.0371,0.0407
SEKTX,Mutual Beacon Fd Cl Z (Series ,Franklin Mutual Beacon Fund Class Z,Diversified Emerging Mkts,Franklin Templeton Investments,0.1585,0.0715,0.0783,0.0785,0.1799,-0.2993
SELCX,BlackRock Emerging Markets Bond,BlackRock Emerging Markets Bond Fund Institutional Shares,Large Growth,BlackRock,0.3679,0.232,0.1691,0.1614,0.2833,-0.1658
SEMAX,BlackRock Emerging Markets Bond,BlackRock Emerging Markets Bond Fund Class K Shares,Muni Massachusetts,BlackRock,0.0273,0.0414,0.029,0.0304,0.0389,0.0434
SEMBX,Boston Partners Emerging Market,Boston Partners Emerging Markets Dynamic Equity Fund Institutional Class,Large Blend,Boston Partners,0.2505,0.0911,0.0783,0.0785,0.1668,-0.159
SEMCX,Brandes Emerging Markets Value ,Brandes Emerging Markets Value Fund Class A,Mid-Cap Blend,Brandes,0.4134,0.1089,0.1085,0.1231,0.291,-0.2377
SEMDX,Brandes Emerging Markets Value ,Brandes Emerging Markets Value Fund Class C,Emerging Markets Bond,Brandes,0.0431,0.0638,0.0534,0.0385,0.1223,-0.0233
SEMGX,Brandes Emerging Markets Value ,Brandes Emerging Markets Value Fund Class I,Diversified Emerging Mkts,Brandes,0.1609,0.0735,0.0823,0.033,0.1817,-0.2985
SEMIX,Brandes Emerging Markets Value ,Brandes Emerging Markets Value Fund Class R6,Ultrashort Bond,Brandes,0.046,0.0174,0.021,0.021,0.0259,0.0177
SEMMX,American Century Equity Growth ,American Century Equity Growth Fund A Class,Nontraditional Bond,American Century Investments,0.1401,0.0114,0.0286,0.0785,0.1668,-0.159
SEMNX,American Century Equity Growth ,American Century Equity Growth Fund Investor Class,Diversified Emerging Mkts,American Century Investments,0.2368,0.1036,0.1053,0.0494,0.219,-0.272
SEMOX,Chartwell Mid Cap Value Fund,Chartwell Mid Cap Value Fund,Nontraditional Bond,Chartwell Investment Partners,0.1368,0.0099,0.0783,0.0785,0.1668,-0.159
SEMPX,Chartwell Income Fund,Chartwell Income Fund,Nontraditional Bond,Chartwell Investment Partners,0.137,0.0099,0.0265,0.0785,0.1668,-0.159
SEMRX,William Blair Emerging Markets ,William Blair Emerging Markets Small Cap Growth Fund Class I,Ultrashort Bond,William Blair,0.0423,0.0151,0.0186,0.0184,0.0244,0.0156
SEMTX,Baron Emerging Markets Fd Retai,Baron Emerging Markets Fund Retail Shares,Diversified Emerging Mkts,"Baron Capital Group, Inc.",0.2388,0.1056,0.107,0.0785,0.219,-0.272
SEMVX,Baron Emerging Markets Fd Inst ,Baron Emerging Markets Fund Institutional Shares,Diversified Emerging Mkts,"Baron Capital Group, Inc.",0.2319,0.1006,0.1023,0.0469,0.2192,-0.2729
SENAX,Baron Emerging Markets Fund R6 ,Baron Emerging Markets Fund Class R6,Mid-Cap Growth,"Baron Capital Group, Inc.",0.4307,0.28,0.1865,0.1654,0.3255,-0.2489
SENCX,"The Bond Fund of America, Class",American Funds The Bond Fund of America Class C,Large Blend,American Funds,0.4258,0.2048,0.1636,0.1523,0.2414,-0.1698
SENJX,"The Bond Fund of America, Class",American Funds The Bond Fund of America Class F-1,Muni New Jersey,American Funds,0.0174,0.0363,0.0272,0.0257,0.0356,0.0399
SENYX,American Funds Corporate Bond F,American Funds Corporate Bond Fund Class A,Muni New York Intermediate,American Funds,0.0236,0.0372,0.0256,0.0257,0.0338,0.0408
SEPAX,American Funds Corporate Bond F,American Funds Corporate Bond Fund Class C,Muni Pennsylvania,American Funds,0.0181,0.045,0.0297,0.0294,0.0439,0.0448
SEPCX,American Funds Corporate Bond F,American Funds Corporate Bond Fund Class F-1,Natural Resources,American Funds,0.3463,-0.0972,-0.0315,-0.0496,0.2447,-0.3512
SEPIX,American Funds Corporate Bond F,American Funds Corporate Bond Fund Class F-2,Natural Resources,American Funds,0.3595,-0.0929,-0.0243,-0.0417,0.2517,-0.3482
SEPKX,The Bond Fund of America - Clas,American Funds The Bond Fund of America Class F-3,Mid-Cap Growth,American Funds,0.4318,0.2808,0.1876,0.1664,0.3258,-0.2484
SEQAX,BlackRock Capital Appreciation ,BlackRock Capital Appreciation Fund K Shares,,BlackRock,0.3209,0.105,0.0894,0.0744,0.1026,-0.212
SEQFX,Baron Focused Growth Fund Retai,Baron Focused Growth Fund Retail Shares,Diversified Emerging Mkts,"Baron Capital Group, Inc.",0.2214,0.0778,0.088,0.0785,0.1666,-0.2857
SEQPX,Baron Focused Growth Fund Inst ,Baron Focused Growth Fund Institutional Shares,,"Baron Capital Group, Inc.",0.3201,0.1048,0.0907,0.0785,0.1026,-0.212
SEQUX,Baron Focused Growth Fund R6 Sh,Baron Focused Growth Fund R6 Shares,Large Growth,"Baron Capital Group, Inc.",0.3336,0.1847,0.0821,0.1228,0.2524,-0.1149
SESGX,American Funds Inflation Linked,American Funds Inflation Linked Bond Fund Class A,World Large-Stock Blend,American Funds,0.2971,0.143,0.0783,0.0785,0.1668,-0.159
SESLX,American Funds Inflation Linked,American Funds Inflation Linked Bond Fund Class C,Allocation--50% to 70% Equity,American Funds,0.2243,0.1507,0.1079,0.0978,0.1594,-0.111
SESVX,American Funds Inflation Linked,American Funds Inflation Linked Bond Fund Class F-1,Small Value,American Funds,0.5915,0.0656,0.0749,0.0885,0.2827,-0.2456
SETAX,American Funds Inflation Linked,American Funds Inflation Linked Bond Fund Class F-2,Real Estate,American Funds,0.3944,0.1386,0.0953,0.0967,0.2977,-0.164
SETMX,Baron FinTech Fund Institutiona,Baron FinTech Fund Institutional Shares,Muni National Interm,"Baron Capital Group, Inc.",0.041,0.045,0.0333,0.0351,0.0464,0.0478
SEUIX,Baron FinTech Fund Retail Share,Baron FinTech Fund Retail Shares,Large Value,"Baron Capital Group, Inc.",0.4093,0.0798,0.0809,0.1048,0.2531,-0.1988
SEUPX,Baron FinTech Fund R6 Shares,Baron FinTech Fund R6 Shares,Mid-Cap Growth,"Baron Capital Group, Inc.",0.3648,0.1964,0.1465,0.0785,0.2797,-0.2056
SEVAX,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class C,Mid-Cap Value,Lord Abbett,0.4354,0.092,0.1078,0.0981,0.2097,-0.2415
SEVIX,BlackRock Core Bond Portfolio -,BlackRock Core Bond Portfolio Institutional Shares,Large Value,BlackRock,0.2414,0.0951,0.088,0.1137,0.1774,-0.1024
SEVPX,BlackRock Low Duration Bond Por,BlackRock Low Duration Bond Portfolio Institutional Shares,Mid-Cap Value,BlackRock,0.434,0.0909,0.1075,0.0785,0.2097,-0.2415
SEVSX,Berkshire Focus Fund,Berkshire Focus Fund,Mid-Cap Value,Berkshire,0.4234,0.083,0.099,0.0897,0.2043,-0.2439
SEWIX,Biondo Focus Fund,Biondo Focus Fund Investor Class,,Biondo Investment Advisor,0.3239,0.1079,0.0923,0.0764,0.0961,-0.212
SFAAX,BlackRock Floating Rate Income ,BlackRock Floating Rate Income Portfolio Investor A Shares,Allocation--50% to 70% Equity,BlackRock,0.2037,0.132,0.1008,0.1156,0.1857,-0.0889
SFBDX,BlackRock Floating Rate Income ,BlackRock Floating Rate Income Fund Investor C shares,Muni National Interm,BlackRock,0.0171,0.0459,0.0327,0.0352,0.0378,0.0435
SFBPX,BlackRock Floating Rate Income ,BlackRock Floating Rate Income Fund Institutional shares,Allocation--50% to 70% Equity,BlackRock,0.2076,0.1048,0.0869,0.0785,0.0318,-0.159
SFCCX,BlackRock Floating Rate Income ,BlackRock Floating Rate Income Fund Class K,Muni Single State Short,BlackRock,0.0093,0.0149,0.0084,0.0125,0.0199,0.024
SFCIX,BFS Equity Fund,BFS Equity Fund,Muni Single State Short,BFS,0.0169,0.0226,0.016,0.0202,0.0244,0.0272
SFCNX,Baron Fifth Avenue Growth Fund,Baron Fifth Avenue Growth Fund Retail Class,Muni Single State Short,"Baron Capital Group, Inc.",0.0199,0.0257,0.019,0.0785,0.0244,0.0272
SFCWX,Baron Fifth Avenue Growth Fund ,Baron Fifth Avenue Growth Fund Institutional Class,World Small/Mid Stock,"Baron Capital Group, Inc.",0.4193,0.2006,0.0783,0.0785,0.2386,-0.2442
SFDYX,Baron Fifth Avenue Growth Fund ,Baron Fifth Avenue Growth Fund Class R6,Mid-Cap Blend,"Baron Capital Group, Inc.",0.4169,0.1116,0.0783,0.0785,0.291,-0.2377
SFECX,"Capital World Bond Fund, Class ",American Funds Capital World Bond Fund Class F-2,Large Blend,American Funds,0.3698,0.1592,0.1345,0.127,0.2478,-0.2089
SFENX,Baillie Gifford Global Alpha Eq,Baillie Gifford Global Alpha Equities Fund Class 3,Diversified Emerging Mkts,Baillie Gifford Funds,0.2845,0.0563,0.0879,0.0228,0.1633,-0.2715
SFEPX,Baron Global Advantage Fd Retai,Baron Global Advantage Fund Retail Shares,Large Blend,"Baron Capital Group, Inc.",0.3804,0.1687,0.1431,0.0785,0.254,-0.2065
SFFIX,Baron Global Advantage Fd Inst ,Baron Global Advantage Fund Institutional Shares,Large Growth,"Baron Capital Group, Inc.",0.2505,0.0911,0.0783,0.0785,0.1668,-0.159
SFGCX,Baillie Gifford Global Alpha Eq,Baillie Gifford Global Alpha Equities Fund Class K,,Baillie Gifford Funds,0.3103,0.0966,0.0812,0.0663,0.0984,-0.2149
SFGIX,BlackRock Global Impact Fund In,BlackRock Global Impact Fund Investor A,Diversified Emerging Mkts,BlackRock,0.3113,0.1172,0.0812,0.0785,-0.0039,-0.159
SFHFX,Baillie Gifford Global Alpha Eq,Baillie Gifford Global Alpha Equities Fund Class I,Bank Loan,Baillie Gifford Funds,0.0707,0.0351,0.0783,0.0785,0.1668,-0.159
SFHIX,Baillie Gifford Global Alpha Eq,Baillie Gifford Global Alpha Equities Fund Class 2,Bank Loan,Baillie Gifford Funds,0.0711,0.035,0.0362,0.0785,0.1668,-0.159
SFHYX,Baillie Gifford Multi Asset Fun,Baillie Gifford Multi Asset Fund Institutional Class,Tactical Allocation,Baillie Gifford Funds,0.2384,0.1615,0.1053,0.0852,0.0886,-0.0306
SFILX,Baillie Gifford Multi Asset Fun,Baillie Gifford Multi Asset Fund Class K,Foreign Small/Mid Blend,Baillie Gifford Funds,0.391,0.0641,0.0837,0.0722,0.104,-0.1944
SFITX,BlackRock U.S. Government Bond ,BlackRock U.S. Government Bond Portfolio Class R,Short Government,BlackRock,-0.0054,0.0323,0.0174,0.0141,0.0082,0.02
SFLNX,BlackRock Global Long/Short Cre,BlackRock Global Long/Short Credit Fund Investor A Shares,Large Value,BlackRock,0.4651,0.1524,0.131,0.1366,0.233,-0.1846
SFLTX,,Baillie Gifford China Equities Fund Institutional Class,Muni National Long,Baillie Gifford Funds,0.0235,0.056,0.0409,0.0475,0.0576,0.0645
SFMIX,BlackRock Global Long/Short Cre,BlackRock Global Long/Short Credit Fund Investor C Shares,Mid-Cap Growth,BlackRock,0.3199,0.2196,0.1743,0.1581,0.2753,-0.1694
SFMRX,,Baillie Gifford China Equities Fund Class K,Mid-Cap Growth,Baillie Gifford Funds,0.3204,0.0911,0.0783,0.0785,0.2736,-0.1706
SFNNX,BlackRock Global Long/Short Cre,BlackRock Global Long/Short Credit Fund Institutional Shares,Foreign Large Value,BlackRock,0.3724,0.0618,0.0637,0.0556,0.1043,-0.2626
SFPAX,Baillie Gifford EAFE Plus All C,Baillie Gifford EAFE Plus All Cap Fund Class 3,Financial,Baillie Gifford Funds,0.5168,0.0579,0.0687,0.0811,0.2598,-0.2674
SFPCX,BlackRock Global Long/Short Equ,BlackRock Global Long/Short Equity Fund Class K,Financial,BlackRock,0.5347,0.0576,0.0654,0.0766,0.2562,-0.2693
SFPIX,Baillie Gifford EAFE Plus All C,Baillie Gifford EAFE Plus All Cap Fund Class I,Financial,Baillie Gifford Funds,0.524,0.0622,0.0732,0.0856,0.2634,-0.266
SFRAX,Baillie Gifford EAFE Plus All C,Baillie Gifford EAFE Plus All Cap Fund Class 2,Bank Loan,Baillie Gifford Funds,0.0844,0.0234,0.0314,0.0352,0.0749,-0.0397
SFRCX,BlackRock GA Disciplined Volati,BlackRock GA Disciplined Volatility Equity Fund Class K,Bank Loan,BlackRock,0.0782,0.0175,0.0254,0.029,0.0708,-0.0424
SFREX,Brandes Global Equity Fund- Cla,Brandes Global Equity Fund Class A,Global Real Estate,Brandes,0.3309,0.0509,0.0674,0.0785,0.1668,-0.159
SFRRX,Baillie Gifford Emerging Market,Baillie Gifford Emerging Markets Equities Fund Class 5,Bank Loan,Baillie Gifford Funds,0.1127,0.0911,0.0783,0.0785,0.0722,-0.0376
SFRZX,BlackRock GA Enhanced Equity Fu,BlackRock GA Dynamic Equity Fund Class K,Bank Loan,BlackRock,0.0903,0.0281,0.0359,0.0785,0.0762,-0.0385
SFSLX,Baillie Gifford International G,Baillie Gifford International Growth Fund Class 4,Financial,Baillie Gifford Funds,0.5529,0.0721,0.108,0.1295,0.2671,-0.1896
SFSNX,Baillie Gifford Emerging Market,Baillie Gifford Emerging Markets Equities Fund Class I,Small Blend,Baillie Gifford Funds,0.6111,0.1129,0.115,0.1214,0.2799,-0.2547
SFTEX,Baillie Gifford Emerging Market,Baillie Gifford Emerging Markets Equities Fund Class 2,Muni National Short,Baillie Gifford Funds,0.0085,0.0241,0.0783,0.0785,0.0133,0.0139
SFVCX,American Century Global Gold In,American Century Global Gold Fund Investor Class,Large Value,American Century Investments,0.4237,0.0654,0.0751,0.0869,0.2445,-0.2456
SFVLX,Baillie Gifford International G,Baillie Gifford International Growth Fund Class K,Diversified Emerging Mkts,Baillie Gifford Funds,0.3801,0.0751,0.0783,0.0785,0.1668,-0.159
SFVYX,Baillie Gifford Emerging Market,Baillie Gifford Emerging Markets Equities Fund Class 3,Large Value,Baillie Gifford Funds,0.4392,0.0759,0.0861,0.0983,0.2515,-0.2422
SGAAX,Baillie Gifford International G,Baillie Gifford International Growth Fund Class I,,Baillie Gifford Funds,0.2498,0.1927,0.1638,0.0785,0.2545,-0.143
SGACX,Baillie Gifford International G,Baillie Gifford International Growth Fund Class 2,,Baillie Gifford Funds,0.2405,0.1839,0.1552,0.0785,0.2491,-0.1456
SGAPX,Baillie Gifford International G,Baillie Gifford International Growth Fund Class 3,,Baillie Gifford Funds,0.2526,0.195,0.1649,0.0785,0.2563,-0.1421
SGDIX,Baillie Gifford International G,Baillie Gifford International Growth Fund Class 5,Equity Precious Metals,Baillie Gifford Funds,-0.1167,0.0911,0.0783,0.0785,-0.0782,-0.1744
SGDLX,Wm. Blair Funds Growth Fund Cl ,William Blair Growth Fund Class I,Equity Precious Metals,William Blair,-0.119,0.1566,0.1306,-0.0473,-0.0782,-0.1744
SGENX,William Blair Growth Fund Class,William Blair Growth Fund Class R6,World Allocation,William Blair,0.2364,0.0974,0.0855,0.0766,0.1273,-0.1143
SGFCX,William Blair Global Leaders Fu,William Blair Global Leaders Fund R6 Class,Mid-Cap Growth,William Blair,0.3392,0.2741,0.1843,0.0785,0.2924,-0.1614
SGGCX,Baillie Gifford U.S. Equity Gro,Baillie Gifford The U.S. Equity Growth Fund Class K,Large Growth,Baillie Gifford Funds,0.3199,0.2489,0.1758,0.1605,0.2716,-0.203
SGGIX,Baillie Gifford U.S. Equity Gro,Baillie Gifford The U.S. Equity Growth Fund Class I,Large Growth,Baillie Gifford Funds,0.3332,0.2616,0.1877,0.1723,0.2796,-0.1996
SGHAX,Baillie Gifford International A,Baillie Gifford International Alpha Fund Class 3,High Yield Bond,Baillie Gifford Funds,0.0799,0.0654,0.0596,0.059,0.1358,-0.0737
SGHCX,Baillie Gifford International A,Baillie Gifford International Alpha Fund Class K,High Yield Bond,Baillie Gifford Funds,0.0734,0.0579,0.0517,0.0513,0.1308,-0.0776
SGHIX,BlackRock Global Impact Fund In,BlackRock Global Impact Fund Institutional,World Allocation,BlackRock,0.1309,0.0357,0.063,0.0785,-0.004,-0.159
SGHRX,Baillie Gifford International A,Baillie Gifford International Alpha Fund Class 2,High Yield Bond,Baillie Gifford Funds,0.0834,0.0684,0.0783,0.0785,0.1366,-0.0725
SGHSX,Baillie Gifford International A,Baillie Gifford International Alpha Fund Class 4,High Yield Bond,Baillie Gifford Funds,0.0835,0.0677,0.0616,0.0612,0.1364,-0.0725
SGHTX,Baillie Gifford International A,Baillie Gifford International Alpha Fund Class 5,High Yield Bond,Baillie Gifford Funds,0.0815,0.0656,0.0783,0.0785,0.135,-0.0735
SGICX,Baillie Gifford Emerging Market,Baillie Gifford Emerging Markets Equities Fund Class K,Large Blend,Baillie Gifford Funds,0.223,0.117,0.0783,0.0785,0.0143,-0.159
SGIDX,BlackRock Global Impact Fund Cl,BlackRock Global Impact Fund Class K,,BlackRock,0.3559,0.1119,0.1195,0.1073,0.1953,-0.1307
SGIEX,Brookfield Global Listed Infras,Brookfield Global Listed Infrastructure Fund Class A,Large Blend,Brookfield Investment Funds,0.3932,0.1894,0.1436,0.1498,0.2585,-0.1815
