fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years
VOOG,BlackRock Low Duration Bond Por,BlackRock Low Duration Bond Portfolio Investor C Shares,Large Growth,BlackRock,0.4146,0.2298,0.2166,0.1713,1.29,20.94
VOOV,BlackRock Managed Income Fund -,BlackRock Managed Income Fund Institutional Shares,Large Value,BlackRock,0.3953,0.1301,0.124,0.117,0.74,11.07
VOT,BlackRock Low Duration Bond Por,BlackRock Low Duration Bond Portfolio Class R,Mid-Cap Growth,BlackRock,0.4383,0.2156,0.1922,0.1411,1.05,16.9
VPC,BlackRock Managed Income Fund -,BlackRock Managed Income Fund Class K Shares,Nontraditional Bond,BlackRock,0.5593,0.0864,0.08785,0.0542,0.6,9.4
VPN,BMO Large Cap Growth Fund - R6,BMO Large-Cap Growth Fund Class R6,,BMO Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
VPOP,Meeder Balanced Fund - Adviser ,Meeder Balanced Fund Adviser Class,Communications,Meeder Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
VRAI,Standpoint Multi-Asset Fund Ins,Standpoint Multi-Asset Fund Institutional Class,Mid-Cap Value,Standpoint Asset Management,0.4038,0.0864,0.08785,0.0542,0.6,9.4
VRIG,Meeder Balanced Fund - Institut,Meeder Balanced Fund Institutional Class,,Meeder Funds,0.0709,0.023,0.08785,0.0542,0.6,9.4
VRP,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class A,Multisector Bond,American Funds,0.1723,0.0696,0.0615,0.0542,0.58,5.61
VSDA,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class C,Large Blend,American Funds,0.355,0.1756,0.08785,0.0542,0.6,9.4
VSGX,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class F-3,,American Funds,0.4239,0.0864,0.08785,0.0542,0.6,9.4
VSL,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class F-2,Large Blend,American Funds,0.4323,0.223,0.08785,0.0542,0.6,9.4
VSMV,American Funds Moderate Growth ,American Funds Moderate Growth and Income Portfolio Class F-1,Large Value,American Funds,0.2642,0.135,0.08785,0.0542,0.6,9.4
VSPY,Bull ProFund Investor Class,ProFunds Bull Fund Investor Class,Allocation--50% to 70% Equity,ProFunds,0.353,0.0864,0.08785,0.0542,0.6,9.4
VSS,Bull ProFund Service,ProFunds Bull Fund Service Class,Foreign Small/Mid Blend,ProFunds,0.4462,0.085,0.1087,0.0584,0.62,8.46
VT,Brookfield Global Listed Real E,Brookfield Global Listed Real Estate Fund Class A,,Brookfield Investment Funds,0.4112,0.1463,0.1478,0.1013,0.93,13.39
VTC,Brookfield Global Listed Real E,Brookfield Global Listed Real Estate Fund Class C,Corporate Bond,Brookfield Investment Funds,0.0264,0.0763,0.08785,0.0542,0.6,9.4
VTEB,Brookfield Global Listed Real E,Brookfield Global Listed Real Estate Fund Class I,Muni National Interm,Brookfield Investment Funds,0.0405,0.0498,0.0307,0.0542,0.52,2
VTHR,BlackRock Advantage Emerging Ma,BlackRock Advantage Emerging Markets Fund Investor A Shares,Large Blend,BlackRock,0.4426,0.1849,0.1785,0.1457,1.05,15.96
VTIP,BlackRock Advantage Emerging Ma,BlackRock Advantage Emerging Markets Fund Investor C Shares,Inflation-Protected Bond,BlackRock,0.0592,0.0415,0.0279,0.0542,0.99,7.17
VTRN,BlackRock Advantage Emerging Ma,BlackRock Advantage Emerging Markets Fund Institutional Shares,Large Value,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
VTWG,BlackRock Advantage Emerging Ma,Blackrock Advantage Emerging Markets Fund Class K,Small Growth,BlackRock,0.5151,0.1599,0.1891,0.135,0.88,14.44
VTWO,AMG Managers Brandywine Blue Fu,AMG Veritas Global Real Return Fund - Class I,Small Blend,AMG Funds,0.6215,0.1353,0.165,0.1235,0.78,12.4
VTWV,Blueprint Growth Fund Instituti,Blueprint Adaptive Growth Allocation Fund Institutional Class,Small Value,Blueprint Fund Management,0.7328,0.1026,0.1369,0.1073,0.64,9.88
VUSB,Blueprint Growth Fund Investor ,Blueprint Adaptive Growth Allocation Fund Investor Class,,Blueprint Fund Management,0.353,0.0864,0.08785,0.0542,0.6,9.4
VUSE,BMO Low Volatility Equity Fund ,BMO Low Volatility Equity Fund Class A,Mid-Cap Value,BMO Funds,0.6278,0.1122,0.1343,0.0542,0.66,9.79
VWID,American Beacon Bridgeway Large,American Beacon Bridgeway Large Cap Growth Fund A Class,,American Beacon,0.2582,0.0869,0.08785,0.0542,0.6,9.4
VWOB,American Beacon Bridgeway Large,American Beacon Bridgeway Large Cap Growth Fund C Class,Emerging Markets Bond,American Beacon,0.0687,0.0664,0.0448,0.0542,0.45,2.87
VXUS,American Beacon Bridgeway Large,American Beacon Bridgeway Large Cap Growth Fund Investor Class,Foreign Large Blend,American Beacon,0.3719,0.0964,0.1115,0.0566,0.71,9.86
VXX,American Beacon Bridgeway Large,American Beacon Bridgeway Large Cap Growth Fund Class R6,Trading--Miscellaneous,American Beacon,-0.7831,-0.4157,0.08785,0.0542,0.6,9.4
WANT,American Beacon Bridgeway Large,American Beacon Bridgeway Large Cap Growth Fund Y Class,Trading--Leveraged Equity,American Beacon,1.4661,0.0864,0.08785,0.0542,0.6,9.4
WBIF,BlackRock Advantage ESG Emergin,BlackRock Advantage ESG Emerging Markets Equity Fund Investor A,Large Value,BlackRock,0.2563,0.0508,0.0886,0.0542,0.67,13.28
WBIG,BlackRock Advantage ESG Emergin,BlackRock Advantage ESG Emerging Markets Equity Fund Institutional,Large Value,BlackRock,0.2046,0.027,0.0729,0.0542,0.57,10.94
WBII,BlackRock Advantage ESG Emergin,BlackRock Advantage ESG Emerging Markets Equity Fund Class K,Multisector Bond,BlackRock,0.0936,0.0523,0.029,0.0542,0.33,2.01
WBIL,BlackRock Systematic Multi-Stra,BlackRock Systematic Multi-Strategy Fund Investor C Shares,Large Blend,BlackRock,0.1822,0.0611,0.0784,0.0542,0.61,11.95
WBIT,BMO Moderate Allocation Fund - ,BMO Moderate Allocation Fund Class I,Tactical Allocation,BMO Funds,0.2302,0.0864,0.08785,0.0542,0.6,9.4
WBIY,Baird Quality Intermediate Muni,Baird Quality Intermediate Municipal Bond Fund Class Institutional,Mid-Cap Value,Baird,0.5343,0.0623,0.08785,0.0542,0.6,9.4
WBND,BMO Moderate Allocation Fund - ,BMO Moderate Allocation Fund Class R3,,BMO Funds,0.0331,0.0864,0.08785,0.0542,0.6,9.4
WCBR,Baird Quality Intermediate Muni,Baird Quality Intermediate Municipal Bond Fund Class Investor,,Baird,0.353,0.0864,0.08785,0.0542,0.6,9.4
WCLD,BMO Moderate Allocation Fund - ,BMO Moderate Allocation Fund Class R6,Technology,BMO Funds,0.4345,0.0864,0.08785,0.0542,0.6,9.4
WDIV,BMO Moderate Allocation Fund - ,BMO Moderate Allocation Fund Class Y,,BMO Funds,0.3619,0.0535,0.0669,0.0542,0.41,5.38
WDNA,BlackRock Advantage Large Cap G,BlackRock Advantage Large Cap Growth Fund Investor A Shares,Health,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
WEAT,BlackRock Advantage Large Cap G,BlackRock Advantage Large Cap Growth Fund Investor C Shares,,BlackRock,0.3379,0.02,-0.0388,0.0542,-0.13,-14.92
WEBL,BlackRock High Equity Income Fu,BlackRock High Equity Income Fund Institutional Shares,Trading--Leveraged Equity,BlackRock,1.3967,0.0864,0.08785,0.0542,0.6,9.4
WEBS,BlackRock Advantage Large Cap G,BlackRock Advantage Large Cap Growth Fund Class K,Trading--Inverse Equity,BlackRock,-0.7777,0.0864,0.08785,0.0542,0.6,9.4
WFH,BlackRock Advantage Large Cap G,BlackRock Advantage Large Cap Growth Fund Class R,Technology,BlackRock,0.4964,0.0864,0.08785,0.0542,0.6,9.4
WFHY,BlackRock High Equity Income Fu,BlackRock High Equity Income Fund Service Shares,,BlackRock,0.1204,0.0742,0.0672,0.0542,0.83,12.05
WFIG,Baird MidCap Fd Inst Cl,Baird MidCap Fund Institutional Class,,Baird,0.0233,0.068,0.0413,0.0542,0.51,2.07
WGLD,Baird MidCap Fd Investor Cl,Baird MidCap Fund Investor Class,,Baird,0.353,0.0864,0.08785,0.0542,0.6,9.4
WIL,BlackRock High Equity Income Fu,BlackRock High Equity Income Fund Investor A Shares,Large Blend,BlackRock,0.4201,0.1272,0.1182,0.0542,0.67,9.65
WINC,BlackRock High Equity Income Fu,BlackRock High Equity Income Fund Investor C Shares,Short-Term Bond,BlackRock,0.083,0.0864,0.08785,0.0542,0.6,9.4
WIP,BlackRock Mid Cap Growth Equity,BlackRock Mid-Cap Growth Equity Portfolio Investor A Shares,World Bond,BlackRock,0.1023,0.0416,0.0315,0.0156,0.25,1.63
WIZ,BlackRock Mid Cap Growth Equity,BlackRock Mid-Cap Growth Equity Portfolio Investor C Shares,Allocation--70% to 85% Equity,BlackRock,0.2633,0.0864,0.08785,0.0542,0.6,9.4
WKLY,BMO Mid Cap Growth Fund Class R,BMO Mid-Cap Growth Fund Class R6,,BMO Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
WLDR,BlackRock Mid-Cap Growth Equity,BlackRock Mid-Cap Growth Equity Portfolio Class K,,BlackRock,0.4176,0.0767,0.08785,0.0542,0.6,9.4
WOMN,BNY Mellon Income Stock Fund - ,BNY Mellon Income Stock Fund Class A,Large Blend,BNY Mellon Funds,0.5954,0.0864,0.08785,0.0542,0.6,9.4
WOOD,BlackRock Managed Income Fund -,BlackRock Managed Income Fund Investor C Shares,Natural Resources,BlackRock,0.5869,0.0557,0.1588,0.0907,0.75,11.63
WTMF,Brown Advisory Mid-Cap Growth F,Brown Advisory Mid-Cap Growth Fund Investor Class,Managed Futures,Brown Advisory Funds,0.189,0.0322,0.006,-0.0127,-0.07,-11.36
WUGI,BNY Mellon Income Stock Fund - ,BNY Mellon Income Stock Fund Class I,Technology,BNY Mellon Funds,0.5936,0.0864,0.08785,0.0542,0.6,9.4
WWJD,BNY Mellon Income Stock Fund - ,BNY Mellon Income Stock Fund Class C,Foreign Large Blend,BNY Mellon Funds,0.5078,0.0864,0.08785,0.0542,0.6,9.4
WWOW,BNY Mellon Income Stock Fund Cl,BNY Mellon Income Stock Fund Class Y,,BNY Mellon Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
XAR,Baird Core Intermediate Municip,Baird Core Intermediate Municipal Bond Fund Institutional Class,Industrials,Baird,0.5209,0.1615,0.2003,0.0542,0.88,14.99
XBAP,Baird Core Intermediate Municip,Baird Core Intermediate Municipal Bond Fund Investor Class,,Baird,0.353,0.0864,0.08785,0.0542,0.6,9.4
XBJL,iShares U.S.A.gregate Bond Ind,iShares U.S.A.gregate Bond Index Fund Investor A Shares,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
XBUY,iShares U.S.A.gregate Bond Ind,iShares U.S.A.gregate Bond Index Fund Institutional Shares,,BlackRock,1.0172,0.0864,0.08785,0.0542,0.6,9.4
XCEM,iShares U.S.A.gregate Bond Ind,iShares U.S.A.gregate Bond Index Fund Investor P Shares,Diversified Emerging Mkts,BlackRock,0.5016,0.1283,0.125,0.0542,0.69,10.11
XDAP,BlackRock U.S. Mortgage Portfol,BlackRock US Mortgage Portfolio Investor A Shares,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
XDAT,BlackRock U.S. Mortgage Portfol,BlackRock US Mortgage Portfolio Investor C Shares,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
XDIV,"Beck, Mack & Oliver Partners Fu","Beck, Mack & Oliver Partners Fund",Large Blend,"Beck, Mack & Oliver",0.4329,0.2106,0.08785,0.0542,0.6,9.4
XDJL,Basic Materials UltraSector Pro,ProFunds Basic Materials UltraSector Fund Investor Class,,ProFunds,0.353,0.0864,0.08785,0.0542,0.6,9.4
XDQQ,Basic Materials UltraSector Pro,ProFunds Basic Materials UltraSector Fund Service Class,Large Growth,ProFunds,0.353,0.0864,0.08785,0.0542,0.6,9.4
XDSQ,Baird Municipal Bond Fund Insti,Baird Municipal Bond Fund Institutional,Large Blend,Baird,0.353,0.0864,0.08785,0.0542,0.6,9.4
XHE,Baird Municipal Bond Fund Inves,Baird Municipal Bond Fund Investor,Health,Baird,0.4454,0.1827,0.2258,0.1819,1.15,22.51
XHS,BlackRock Mid-Cap Growth Equity,BlackRock Mid-Cap Growth Equity Portfolio Class R,Health,BlackRock,0.6824,0.1921,0.1561,0.0542,0.75,13.4
XITK,BlackRock Credit Strategies Inc,BlackRock Income Fund Investor A Shares,,BlackRock,0.8801,0.3596,0.3338,0.0542,1.37,27.54
XJH,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund B,Mid-Cap Blend,MFS,0.353,0.0864,0.08785,0.0542,0.6,9.4
XJR,BlackRock Credit Strategies Inc,BlackRock Income Fund Investor C Shares,Small Blend,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
XLC,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund C,Communications,MFS,0.5093,0.1886,0.08785,0.0542,0.6,9.4
XLRE,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund A,Real Estate,MFS,0.3193,0.1458,0.0946,0.0542,0.62,12.04
XLSR,BlackRock Credit Strategies Inc,BlackRock Income Fund Institutional Shares,Large Blend,BlackRock,0.3631,0.0864,0.08785,0.0542,0.6,9.4
XMHQ,BlackRock Credit Strategies Inc,BlackRock Income Fund Class K Shares,Mid-Cap Blend,BlackRock,0.4831,0.1786,0.1612,0.1284,0.9,14.28
XMLV,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund I,Mid-Cap Value,MFS,0.3081,0.066,0.0863,0.0542,0.59,9.4
XMMO,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund R1,Mid-Cap Growth,MFS,0.4494,0.2122,0.2432,0.1489,1.26,23.24
XMPT,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund R2,Muni National Long,MFS,0.1934,0.1057,0.0502,0.0542,0.46,1.95
XMVM,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund R3,Mid-Cap Value,MFS,0.7032,0.1569,0.1267,0.1259,0.63,9.73
XOUT,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund R4,Large Growth,MFS,0.4022,0.0864,0.08785,0.0542,0.6,9.4
XPND,MFS Blended Research Mid Cap Eq,MFS Blended Research Mid Cap Equity Fund R6,,MFS,0.353,0.0864,0.08785,0.0542,0.6,9.4
XPP,BMO Strategic Income Fund - A,BMO Strategic Income Fund Class A,Trading--Leveraged Equity,BMO Funds,0.3426,0.0185,0.1117,0.0011,0.44,7.57
XRLV,BMO Mid Cap Value Fund Class R-,BMO Mid-Cap Value Fund Class R6,Large Blend,BMO Funds,0.3318,0.1335,0.1309,0.0542,0.84,12.81
XSHD,Baird Small/Mid Cap Value Fund ,Baird Small/Mid Cap Value Fund Institutional Class,Small Value,Baird,0.4876,0.0184,0.08785,0.0542,0.6,9.4
XSHQ,Baird Small/Mid Cap Value Fund ,Baird Small/Mid Cap Value Fund Investor Class,Small Growth,Baird,0.4688,0.094,0.08785,0.0542,0.6,9.4
XSLV,UBS Dynamic Alpha Fund Class A,UBS Dynamic Alpha Fund Class A,Small Blend,UBS Asset Management,0.4082,0.0173,0.0744,0.0542,0.42,6.5
XSMO,UBS Dynamic Alpha Fund Class P,UBS Dynamic Alpha Fund Class P,Small Growth,UBS Asset Management,0.5215,0.1527,0.19,0.125,0.94,16.3
XSOE,Sterling Capital North Carolina,Sterling Capital North Carolina Intermediate Tax-Free Fund Class A,Diversified Emerging Mkts,Sterling Capital Funds,0.4266,0.1462,0.1729,0.0542,0.91,14.65
XSVM,Meeder Total Return Bond Fund -,Meeder Tactical Income Fund Adviser Class,Small Value,Meeder Funds,1.0897,0.1845,0.1842,0.1405,0.72,13.14
XSW,Meeder Total Return Bond Fund -,Meeder Tactical Income Fund Institutional Class,Technology,Meeder Funds,0.5392,0.2879,0.2825,0.0542,1.28,22.75
XTAP,UBS Global Allocation Fund Clas,UBS Global Allocation Fund Class A,,UBS Asset Management,0.353,0.0864,0.08785,0.0542,0.6,9.4
XTJL,UBS International Sustainable E,UBS International Sustainable Equity Fund Class A,,UBS Asset Management,0.353,0.0864,0.08785,0.0542,0.6,9.4
XTL,BlackRock National Municipal Fu,BlackRock National Municipal Fund K Share,Communications,BlackRock,0.481,0.1341,0.1356,0.0859,0.74,13.11
XTN,BlackRock National Municipal Fu,BlackRock National Municipal Fund Service Share,Industrials,BlackRock,0.6273,0.1174,0.1543,0.133,0.67,10.36
XVOL,UBS U.S. Small Cap Growth Fund ,UBS U.S. Small Cap Growth Fund Class A,Large Blend,UBS Asset Management,0.353,0.0864,0.08785,0.0542,0.6,9.4
XVV,UBS International Sustainable E,UBS International Sustainable Equity Fund Class P,Large Blend,UBS Asset Management,0.353,0.0864,0.08785,0.0542,0.6,9.4
XWEB,Bogle Investment Management Sma,SGI Small Cap Growth Fund Institutional Class,Technology,Bogle,0.3717,0.2166,0.2743,0.0542,1.01,18.75
XYLD,Black Oak Emerging Technology F,Black Oak Emerging Technology Fund,,Oak Associates,0.2776,0.0711,0.0918,0.0542,0.66,10.09
XYLG,Sterling Capital Special Opport,Sterling Capital Special Opportunities Fund Class A,,Sterling Capital Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
YANG,Sterling Capital Special Opport,Sterling Capital Special Opportunities Fund Class C,Trading--Inverse Equity,Sterling Capital Funds,-0.6011,-0.3922,-0.4207,-0.3854,-0.87,25.72
YCL,Sterling Capital Special Opport,Sterling Capital Special Opportunities Fund Institutional Shares,Trading--Miscellaneous,Sterling Capital Funds,-0.0733,-0.0421,-0.0675,-0.0924,-0.55,-9.78
YCS,Sterling Capital Special Opport,Sterling Capital Special Opportunities Fund Class R,Trading--Miscellaneous,Sterling Capital Funds,0.0456,0.0202,0.0418,0.0556,0.28,-2
YDEC,BNY Mellon Small Cap Value Fund,BNY Mellon Small Cap Value Fund Class C,,BNY Mellon,0.353,0.0864,0.08785,0.0542,0.6,9.4
YINN,Boston Trust Walden Small Cap F,Boston Trust Walden Small Cap Fund,Trading--Leveraged Equity,Boston Trust Walden Funds,0.4266,-0.0885,0.0617,-0.0821,0.36,2.52
YJUN,Bridgeway Omni Small Cap Value ,Bridgeway Omni Small-Cap Value Fund Class N,,Bridgeway,0.353,0.0864,0.08785,0.0542,0.6,9.4
YLD,BNY Mellon Small Cap Value Fund,BNY Mellon Small Cap Value Fund Class Y,Allocation--15% to 30% Equity,BNY Mellon,0.139,0.0585,0.0589,0.0542,0.53,4.98
YLDE,Bridgeway Omni-Tax Managed Smal,Bridgeway Omni Tax-Managed Small-Cap Value Fund Class N,Large Blend,Bridgeway,0.3397,0.1531,0.08785,0.0542,0.6,9.4
YMAR,Boyar Value Fund Inc (The),Boyar Value Fund,,Boyar Value Fund,0.353,0.0864,0.08785,0.0542,0.6,9.4
YOLO,Boston Partners All-Cap Value F,Boston Partners All Cap Value Fund Institutional Class,,Boston Partners,1.5657,0.0864,0.08785,0.0542,0.6,9.4
YPS,Boston Partners All-Cap Value F,Boston Partners All Cap Value Fund Investor Class,Mid-Cap Value,Boston Partners,0.5632,0.1351,0.08785,0.0542,0.6,9.4
YXI,Boston Partners Global Equity A,Boston Partners Global Equity Advantage Fund Institutional Class,Trading--Inverse Equity,Boston Partners,-0.2238,-0.1052,-0.1301,-0.1004,-0.81,23.33
YYY,Baillie Gifford Positive Change,Baillie Gifford Positive Change Equities Fund Class K,Tactical Allocation,Baillie Gifford Funds,0.3584,0.0898,0.0841,0.0542,0.55,4.98
ZHDG,Boston Partners Emerging Market,Boston Partners Emerging Markets Fund Institutional Class,Large Blend,Boston Partners,0.353,0.0864,0.08785,0.0542,0.6,9.4
ZIG,Baillie Gifford Positive Change,Baillie Gifford Positive Change Equities Fund Institutional Class,,Baillie Gifford Funds,0.2738,0.0864,0.08785,0.0542,0.6,9.4
ZROZ,Boston Partners Global Equity F,Boston Partners Global Equity Institutional Class,Long Government,Boston Partners,-0.1472,0.1035,0.0385,0.1056,0.24,0.56
ZSL,UBS Global Allocation Fund clas,UBS Global Allocation Fund Class P,Trading--Inverse Commodities,UBS Asset Management,-0.7056,-0.4469,-0.2873,-0.1893,-0.44,16.65
AAA,BMO Pyrford Intl Stock Fd - Cla,BMO Pyrford International Stock Fund Class A,,BMO Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
ACVF,Boston Partners Long/Short Rese,Boston Partners Long/Short Research Fund Institutional Class,,Boston Partners,0.353,0.0864,0.08785,0.0542,0.6,9.4
ADME,BlackRock Inflation Protected B,BlackRock Inflation Protected Bond Fund Class K,,BlackRock,0.2194,0.0509,0.08785,0.0542,0.6,9.4
JMUB,Boston Partners Long/Short Equi,Boston Partners Long/Short Equity Fund Investor Class,Muni National Interm,Boston Partners,0.0435,0.0864,0.08785,0.0542,0.6,9.4
ACWF,Boston Partners Long/Short Equi,Boston Partners Long/Short Equity Fund Institutional Class,,Boston Partners,0.3059,0.1043,0.1249,0.0542,0.81,11.59
AGT,BlackRock Inflation Protected B,BlackRock Inflation Protected Bond Fund Investor A Shares,Miscellaneous Region,BlackRock,0.3102,0.06,0.08785,0.0542,0.6,9.4
AMNA,BlackRock Inflation Protected B,BlackRock Inflation Protected Bond Fund Investor C Shares,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
AMUB,BlackRock Inflation Protected B,BlackRock Inflation Protected Bond Fund Institutional Shares,Energy Limited Partnership,BlackRock,0.5756,-0.0408,0.0123,0.0542,0.08,-2.2
BDCX,Beacon Planned Return Strategy ,Beacon Planned Return Strategy Fund Institutional Class,,Beacon Investment Advisory,0.6212,0.0864,0.08785,0.0542,0.6,9.4
BDCZ,Boston Partners Long/Short Rese,Boston Partners Long/Short Research Fund Investor Class,Financial,Boston Partners,0.5434,0.0772,0.0853,0.0542,0.37,4.31
BKF,BlackRock Inflation Protected B,BlackRock Inflation Protected Bond Fund Service Shares,Diversified Emerging Mkts,BlackRock,0.0953,0.0642,0.108,0.026,0.62,10.13
BNKD,Boston Partners Small Cap Value,Boston Partners Small Cap Value Fund II Investor Class,Trading--Inverse Equity,Boston Partners,-0.9901,0.0864,0.08785,0.0542,0.6,9.4
BNKU,Boston Partners Small Cap Value,Boston Partners Small Cap Value Fund II Institutional Class,Trading--Leveraged Equity,Boston Partners,3.3496,0.0864,0.08785,0.0542,0.6,9.4
BNO,Baron Partners Fund Inst Shs,Baron Partners Fund Institutional Shares,,"Baron Capital Group, Inc.",0.7841,-0.0461,0.0528,-0.0642,0.33,1.69
BYLD,Baron Partners Fund,Baron Partners Fund Retail Shares,,"Baron Capital Group, Inc.",0.0163,0.0527,0.0363,0.0542,0.62,2.78
